# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data) and meteorological data (MERRA-2/NASA and GFS/NCEP)
# Provider;MINES ParisTech / Armines / Transvalor (France), National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center and National Centers for Environmental Prediction (NCEP)
# More information at;http://www.soda-pro.com, http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2 and https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/gfs/documentation.php
# gfs update info;date 2022-10-18 - cycle 0
# Site latitude (positive means North);24.670
# Site longitude (positive means East);51.132
# Elevation (m);48
# Date beginning;2022-10-18
# Date end;2022-10-18
# Meteo Data;no MERRA-2 data for this period / GFS data from 2022-10-18 to 2022-10-18
# Time reference (hour);UT
# Summarization (period of integration);15 minutes (min)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization
# Tilt angle (degrees);-999 (tracking)
# Azimuth angle (degrees);-999 (tracking)
# Albedo of the ground;0.20
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM)
# Calibration;None
# Minimum Sun Elevation;2
# 
# Columns:
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data)
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial)
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time, 6: forecast
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth

# Irradiation values from HelioClim-3 and meteorological data (MERRA-2 and GFS)
# Date;Time;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffuse Horiz;Global Horiz;Clear-Sky;Top of Atmosphere;Code;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth
2022-10-18;00:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.90;44.59;1009.91;3.05;343.10;0.000000;0.000000;0.000000
2022-10-18;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.87;45.07;1009.96;3.07;344.19;0.000000;0.000000;0.000000
2022-10-18;00:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.84;45.55;1010.01;3.09;345.27;0.000000;0.000000;0.000000
2022-10-18;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.81;46.04;1010.05;3.11;346.33;0.000000;0.000000;0.000000
2022-10-18;01:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.79;46.52;1010.10;3.14;347.38;0.000000;0.000000;0.000000
2022-10-18;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.76;47.00;1010.15;3.16;348.41;0.000000;0.000000;0.000000
2022-10-18;01:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.73;47.48;1010.20;3.19;349.42;0.000000;0.000000;0.000000
2022-10-18;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.70;47.96;1010.24;3.21;350.42;0.000000;0.000000;0.000000
2022-10-18;02:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.67;48.44;1010.29;3.24;351.39;0.000000;0.000000;0.000000
2022-10-18;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.65;48.92;1010.34;3.27;352.36;0.000000;0.000000;0.000000
2022-10-18;02:45;0.1412;0.0410;0.0082;0.1904;0.0048;0.0815;0.0863;0.5683;2.3050;5;298.62;49.40;1010.38;3.30;353.30;0.000000;0.000000;0.000000
2022-10-18;03:00;2.2187;1.3263;0.2194;3.7645;0.1316;2.2161;2.3477;6.4092;19.6551;5;298.59;49.88;1010.43;3.33;354.23;0.000000;0.000000;0.000000
2022-10-18;03:15;2.6341;3.0736;0.4634;6.1712;0.3046;4.9460;5.2506;16.3298;39.5632;2;299.20;47.95;1010.51;3.36;355.23;0.000000;0.000000;0.000000
2022-10-18;03:30;3.1957;5.2920;0.7315;9.2192;0.5522;8.3007;8.8528;28.7187;59.1991;2;299.81;46.03;1010.60;3.39;356.21;0.000000;0.000000;0.000000
2022-10-18;03:45;10.6196;12.8218;1.5031;24.9445;2.5131;17.0520;19.5651;42.6098;78.4787;2;300.42;44.10;1010.68;3.42;357.18;0.000000;0.000000;0.000000
2022-10-18;04:00;50.2783;29.4725;2.9234;82.6742;14.4199;26.4323;40.8522;57.3061;97.3194;2;301.03;42.17;1010.76;3.45;358.13;0.000000;0.000000;0.000000
2022-10-18;04:15;85.9131;39.0050;3.8761;128.7942;28.9737;29.4131;58.3869;72.3286;115.6406;2;301.64;40.25;1010.85;3.48;359.06;0.000000;0.000000;0.000000
2022-10-18;04:30;115.2500;43.5123;4.6079;163.3702;44.7481;30.5024;75.2506;87.3469;133.3638;2;302.25;38.32;1010.93;3.51;359.97;0.000000;0.000000;0.000000
2022-10-18;04:45;147.8190;44.1187;5.2942;197.2319;64.6649;29.2775;93.9425;102.1248;150.4131;2;302.86;36.39;1011.01;3.54;0.87;0.000000;0.000000;0.000000
2022-10-18;05:00;171.6776;42.7614;5.7427;220.1817;83.1453;28.1329;111.2781;116.4842;166.7155;2;303.46;34.47;1011.09;3.58;1.75;0.000000;0.000000;0.000000
2022-10-18;05:15;190.8136;40.3873;6.0324;237.2333;100.9805;26.8756;127.8561;130.2837;182.2012;2;304.07;32.54;1011.17;3.61;2.62;0.000000;0.000000;0.000000
2022-10-18;05:30;206.0990;37.8248;6.1557;250.0794;117.7667;25.7110;143.4777;143.4075;196.8040;2;304.68;30.61;1011.26;3.65;3.47;0.000000;0.000000;0.000000
2022-10-18;05:45;211.7193;37.4659;6.0784;255.2635;129.3505;26.4334;155.7839;155.7583;210.4612;2;305.29;28.69;1011.34;3.68;4.30;0.000000;0.000000;0.000000
2022-10-18;06:00;215.7150;37.3417;5.8928;258.9494;139.7096;27.2823;166.9919;167.2530;223.1143;2;305.90;26.76;1011.42;3.72;5.12;0.000000;0.000000;0.000000
2022-10-18;06:15;219.5990;37.0190;5.6806;262.2986;149.6156;27.8936;177.5092;177.7921;234.7093;2;306.25;25.84;1011.23;3.70;3.67;0.000000;0.000000;0.000000
2022-10-18;06:30;221.3765;37.2520;5.3871;264.0156;157.5561;28.8979;186.4540;187.3158;245.1964;2;306.60;24.92;1011.05;3.69;2.21;0.000000;0.000000;0.000000
2022-10-18;06:45;222.0749;37.7200;5.0986;264.8935;164.0717;30.0372;194.1089;195.7940;254.5307;2;306.95;24.00;1010.86;3.68;0.75;0.000000;0.000000;0.000000
2022-10-18;07:00;224.1908;37.5492;4.8004;266.5404;170.9350;30.5242;201.4592;203.1819;262.6723;2;307.30;23.08;1010.67;3.67;359.27;0.000000;0.000000;0.000000
2022-10-18;07:15;225.8267;37.4204;4.5500;267.7971;176.7139;30.9626;207.6764;209.4414;269.5863;2;307.65;22.16;1010.48;3.66;357.79;0.000000;0.000000;0.000000
2022-10-18;07:30;229.2042;36.5166;4.3141;270.0349;183.1181;30.5996;213.7177;214.5407;275.2431;2;308.00;21.23;1010.29;3.65;356.30;0.000000;0.000000;0.000000
2022-10-18;07:45;229.1416;36.8198;4.1282;270.0896;185.9753;31.2254;217.2006;218.4543;279.6185;6;308.35;20.31;1010.11;3.65;354.81;0.000000;0.000000;0.000000
2022-10-18;08:00;229.0387;37.0600;3.9592;270.0579;187.9367;31.6859;219.6226;221.1627;282.6937;6;308.70;19.39;1009.92;3.65;353.31;0.000000;0.000000;0.000000
2022-10-18;08:15;228.7121;37.2939;3.8889;269.8949;188.8383;32.0457;220.8840;222.6421;284.4556;6;309.05;18.47;1009.73;3.65;351.82;0.000000;0.000000;0.000000
2022-10-18;08:30;228.3027;37.4866;3.8437;269.6330;188.7927;32.2528;221.0455;222.8913;284.8965;6;309.39;17.55;1009.54;3.66;350.33;0.000000;0.000000;0.000000
2022-10-18;08:45;228.1077;37.5021;3.9059;269.5157;188.0476;32.1995;220.2471;221.9140;284.0148;6;309.74;16.63;1009.35;3.67;348.85;0.000000;0.000000;0.000000
2022-10-18;09:00;227.5347;37.5892;3.9894;269.1133;186.1221;32.0951;218.2172;219.7150;281.8140;6;310.09;15.71;1009.17;3.68;347.37;0.000000;0.000000;0.000000
2022-10-18;09:15;226.3934;37.7957;4.1660;268.3551;182.8832;32.0015;214.8847;216.2646;278.3037;6;310.02;16.17;1009.05;3.79;342.51;0.000000;0.000000;0.000000
2022-10-18;09:30;223.1102;38.7256;4.3359;266.1717;177.1248;32.4476;209.5724;211.5856;273.4988;6;309.95;16.64;1008.94;3.93;337.97;0.000000;0.000000;0.000000
2022-10-18;09:45;218.5656;39.9845;4.5694;263.1196;169.6576;33.0940;202.7516;205.7358;267.4200;6;309.88;17.10;1008.83;4.09;333.76;0.000000;0.000000;0.000000
2022-10-18;10:00;215.6557;40.4867;4.8105;260.9529;162.8148;32.9439;195.7587;198.7445;260.0932;6;309.81;17.57;1008.72;4.28;329.89;0.000000;0.000000;0.000000
2022-10-18;10:15;212.1459;41.0285;5.0909;258.2653;154.9067;32.7430;187.6496;190.6478;251.5499;6;309.73;18.03;1008.61;4.48;326.35;0.000000;0.000000;0.000000
2022-10-18;10:30;207.9313;41.6274;5.3296;254.8883;145.9644;32.4956;178.4599;181.4884;241.8266;6;309.66;18.50;1008.50;4.70;323.13;0.000000;0.000000;0.000000
2022-10-18;10:45;201.8750;42.5766;5.5534;250.0050;135.3540;32.4969;167.8509;171.3167;230.9650;6;309.59;18.96;1008.38;4.93;320.20;0.000000;0.000000;0.000000
2022-10-18;11:00;196.8916;42.8955;5.7274;245.5146;125.1851;31.8547;157.0398;160.1916;219.0116;6;309.52;19.43;1008.27;5.17;317.54;0.000000;0.000000;0.000000
2022-10-18;11:15;189.4072;43.6000;5.8368;238.8440;113.2840;31.5363;144.8202;148.1818;206.0175;6;309.44;19.89;1008.16;5.42;315.13;0.000000;0.000000;0.000000
2022-10-18;11:30;179.9243;44.3364;5.8271;230.0878;100.3397;31.2665;131.6062;135.3680;192.0384;6;309.37;20.36;1008.05;5.68;312.93;0.000000;0.000000;0.000000
2022-10-18;11:45;164.6623;45.6333;5.6669;215.9625;84.7226;31.7621;116.4847;121.8458;177.1342;6;309.30;20.82;1007.93;5.95;310.92;0.000000;0.000000;0.000000
2022-10-18;12:00;150.5570;45.6450;5.4132;201.6152;70.5681;31.2689;101.8371;107.7301;161.3687;6;309.23;21.29;1007.82;6.22;309.10;0.000000;0.000000;0.000000
2022-10-18;12:15;135.3237;44.6219;5.0546;185.0002;56.9465;30.2099;87.1564;93.2545;144.8094;6;308.77;22.24;1007.91;5.84;311.96;0.000000;0.000000;0.000000
2022-10-18;12:30;119.4514;42.4200;4.5778;166.4493;44.2814;28.4510;72.7324;78.5684;127.5272;6;308.30;23.19;1008.01;5.48;315.22;0.000000;0.000000;0.000000
2022-10-18;12:45;102.1912;38.8651;3.9953;145.0516;32.5971;26.0213;58.6183;63.8048;109.5961;6;307.84;24.14;1008.10;5.13;318.93;0.000000;0.000000;0.000000
2022-10-18;13:00;75.8743;32.8881;3.2047;111.9671;20.1934;23.4466;43.6400;49.2521;91.0929;6;307.38;25.10;1008.19;4.81;323.15;0.000000;0.000000;0.000000
2022-10-18;13:15;47.0971;23.9189;2.3289;73.3449;9.9884;19.5215;29.5099;35.3069;72.0969;6;306.91;26.05;1008.28;4.52;327.94;0.000000;0.000000;0.000000
2022-10-18;13:30;21.9381;13.6754;1.4677;37.0813;3.4571;13.9269;17.3840;22.5176;52.6893;6;306.45;27.00;1008.37;4.26;333.36;0.000000;0.000000;0.000000
2022-10-18;13:45;6.9413;5.6429;0.7399;13.3241;0.7009;7.5170;8.2178;11.6179;32.9533;6;305.99;27.95;1008.46;4.05;339.40;0.000000;0.000000;0.000000
2022-10-18;14:00;2.8206;1.4023;0.2283;4.4511;0.1256;2.2819;2.4075;3.4817;12.9733;6;305.53;28.91;1008.55;3.89;346.02;0.000000;0.000000;0.000000
2022-10-18;14:15;0.0000;0.0100;0.0025;0.0125;0.0000;0.0265;0.0265;0.0289;0.2121;6;305.06;29.86;1008.64;3.78;353.13;0.000000;0.000000;0.000000
2022-10-18;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;304.60;30.81;1008.74;3.73;0.52;0.000000;0.000000;0.000000
2022-10-18;14:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;304.14;31.76;1008.83;3.75;7.97;0.000000;0.000000;0.000000
2022-10-18;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;303.68;32.71;1008.92;3.83;15.24;0.000000;0.000000;0.000000
2022-10-18;15:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;303.51;32.70;1008.94;3.75;16.11;0.000000;0.000000;0.000000
2022-10-18;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;303.35;32.69;1008.97;3.67;17.02;0.000000;0.000000;0.000000
2022-10-18;15:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;303.18;32.68;1008.99;3.60;17.96;0.000000;0.000000;0.000000
2022-10-18;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;303.01;32.67;1009.02;3.52;18.95;0.000000;0.000000;0.000000
2022-10-18;16:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;302.85;32.66;1009.04;3.44;19.99;0.000000;0.000000;0.000000
2022-10-18;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;302.68;32.65;1009.07;3.37;21.06;0.000000;0.000000;0.000000
2022-10-18;16:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;302.52;32.64;1009.09;3.30;22.19;0.000000;0.000000;0.000000
2022-10-18;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;302.35;32.63;1009.12;3.22;23.37;0.000000;0.000000;0.000000
2022-10-18;17:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;302.18;32.62;1009.14;3.15;24.60;0.000000;0.000000;0.000000
2022-10-18;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;302.02;32.61;1009.16;3.09;25.89;0.000000;0.000000;0.000000
