# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data) and meteorological data (MERRA-2/NASA and GFS/NCEP)
# Provider;MINES ParisTech / Armines / Transvalor (France), National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center and National Centers for Environmental Prediction (NCEP)
# More information at;http://www.soda-pro.com, http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2 and https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/gfs/documentation.php
# gfs update info;date 2022-10-18 - cycle 0
# Site latitude (positive means North);24.562
# Site longitude (positive means East);51.250
# Elevation (m);2
# Date beginning;2022-10-18
# Date end;2022-10-18
# Meteo Data;no MERRA-2 data for this period / GFS data from 2022-10-18 to 2022-10-18
# Time reference (hour);UT
# Summarization (period of integration);15 minutes (min)
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization
# Tilt angle (degrees);-999 (tracking)
# Azimuth angle (degrees);-999 (tracking)
# Albedo of the ground;0.20
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM)
# Calibration;None
# Minimum Sun Elevation;2
# 
# Columns:
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data)
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial)
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time, 6: forecast
# Temperature (K);Temperature at 2 m above ground
# Relative humidity (%);Relative humidity at 2 m above ground
# Pressure (hPa);Pressure at ground level
# Wind speed (m/s);Wind speed at 10 m above ground
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...)
# Rainfall (kg/m2);Rainfall (= rain depth in mm)
# Snowfall (kg/m2);Snowfall
# Snow depth (m);Snow depth

# Irradiation values from HelioClim-3 and meteorological data (MERRA-2 and GFS)
# Date;Time;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffuse Horiz;Global Horiz;Clear-Sky;Top of Atmosphere;Code;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth
2022-10-18;00:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.82;43.42;1011.15;3.47;338.84;0.000000;0.000000;0.000000
2022-10-18;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.78;43.65;1011.21;3.45;340.22;0.000000;0.000000;0.000000
2022-10-18;00:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.74;43.88;1011.26;3.44;341.61;0.000000;0.000000;0.000000
2022-10-18;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.70;44.10;1011.32;3.43;343.01;0.000000;0.000000;0.000000
2022-10-18;01:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.67;44.33;1011.37;3.42;344.42;0.000000;0.000000;0.000000
2022-10-18;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.63;44.56;1011.43;3.41;345.83;0.000000;0.000000;0.000000
2022-10-18;01:45;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.59;44.79;1011.48;3.40;347.25;0.000000;0.000000;0.000000
2022-10-18;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.55;45.01;1011.54;3.40;348.68;0.000000;0.000000;0.000000
2022-10-18;02:15;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.51;45.24;1011.59;3.40;350.10;0.000000;0.000000;0.000000
2022-10-18;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;298.47;45.47;1011.65;3.40;351.53;0.000000;0.000000;0.000000
2022-10-18;02:45;0.1432;0.0426;0.0084;0.1942;0.0035;0.0846;0.0881;0.5843;2.3748;5;298.43;45.69;1011.70;3.40;352.95;0.000000;0.000000;0.000000
2022-10-18;03:00;2.2322;1.3399;0.2202;3.7923;0.1329;2.2234;2.3563;6.4285;19.8150;5;298.40;45.92;1011.76;3.41;354.37;0.000000;0.000000;0.000000
2022-10-18;03:15;2.6181;3.0699;0.4624;6.1504;0.3041;4.9375;5.2416;16.3321;39.7431;2;299.05;44.16;1011.83;3.40;355.99;0.000000;0.000000;0.000000
2022-10-18;03:30;3.1579;5.2619;0.7274;9.1473;0.5466;8.2614;8.8080;28.6836;59.3986;2;299.70;42.40;1011.91;3.39;357.62;0.000000;0.000000;0.000000
