# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data) and meteorological data (MERRA-2/NASA and GFS/NCEP),,,,
# Provider;MINES ParisTech / Armines / Transvalor (France), National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center and National Centers for Environmental Prediction (NCEP),,,
# More information at;http://www.soda-pro.com, http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2 and https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/gfs/documentation.php,,,
# gfs update info;date 2022-03-29 - cycle 6,,,,
# Site latitude (positive means North);25.406,,,,
# Site longitude (positive means East);50.757,,,,
# Elevation (m);3,,,,
# Date beginning;2009-12-31,,,,
# Date end;2022-03-28,,,,
# Meteo Data;MERRA-2 data from 2009-12-31 to 2022-02-28 / GFS data from 2022-03-01 to 2022-03-28,,,,
# Time reference (hour);UT,,,,
# Summarization (period of integration);30 minutes (min),,,,
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization,,,,
# Tilt angle (degrees);-999 (tracking),,,,
# Azimuth angle (degrees);-999 (tracking),,,,
# Albedo of the ground;0.20,,,,
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM),,,
# Calibration;None,,,,
# Minimum Sun Elevation;12,,,,
,,,,
# Columns:,,,,
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data),,,,
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear,,,,
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial),,,,
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time, 6: forecast
# Temperature (K);Temperature at 2 m above ground,,,,
# Relative humidity (%);Relative humidity at 2 m above ground,,,,
# Pressure (hPa);Pressure at ground level,,,,
# Wind speed (m/s);Wind speed at 10 m above ground,,,,
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...),,,
# Rainfall (kg/m2);Rainfall (= rain depth in mm),,,,
# Snowfall (kg/m2);Snowfall,,,,
# Snow depth (m);Snow depth,,,,
,,,,
# Irradiation values from HelioClim-3 and meteorological data (MERRA-2 and GFS),,,,
# Date;Time;Direct Inclined;Diffuse Inclined;Reflected;Global Inclined;Direct Horiz;Diffuse Horiz;Global Horiz;Clear-Sky;Top of Atmosphere;Code;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth,,,,
2010-01-06;04:00;15.8792;9.4714;1.1473;26.4979;1.3101;11.0340;12.3441;16.5227;42.2109;5;286.82;66.73;1014.83;4.60;297.24;0.000000;0.000000;0.000000,,,,
2010-01-06;04:30;132.7455;50.2351;4.4407;187.4213;22.9923;29.9882;52.9805;62.5961;115.0343;5;287.82;63.76;1015.05;4.61;301.50;0.000000;0.000000;0.000000,,,,
2010-01-06;05:00;270.5386;72.2675;7.9815;350.7876;71.1583;36.5027;107.6610;116.9377;183.9152;2;288.80;60.35;1015.25;4.65;305.14;0.000000;0.000000;0.000000,,,,
2010-01-06;05:30;358.4253;72.8593;10.7931;442.0776;126.2989;38.1275;164.4264;170.9700;247.6752;2;289.75;56.58;1015.43;4.70;308.13;0.000000;0.000000;0.000000,,,,
2010-01-06;06:00;406.7630;70.7418;12.4337;489.9385;175.8917;40.1244;216.0161;221.2870;305.2232;2;290.67;52.67;1015.54;4.62;311.38;0.000000;0.000000;0.000000,,,,
2010-01-06;06:30;429.3443;70.4910;12.9771;512.8123;216.1938;43.5173;259.7111;265.8990;355.5745;2;291.55;48.64;1015.57;4.41;315.21;0.000000;0.000000;0.000000,,,,
2010-01-06;07:00;454.7195;67.0162;13.2097;534.9455;256.1843;43.8549;300.0392;303.5259;397.8678;2;292.35;45.72;1015.47;4.33;319.11;0.000000;0.000000;0.000000,,,,
2010-01-06;07:30;445.6128;72.9351;12.7755;531.3234;272.2166;51.0234;323.2400;333.3937;431.3792;2;293.07;43.75;1015.24;4.38;322.77;0.000000;0.000000;0.000000,,,,
2010-01-06;08:00;437.1252;77.9594;12.1181;527.2027;281.8471;57.0520;338.8991;354.8712;455.5354;2;293.78;41.82;1014.94;4.44;326.03;0.000000;0.000000;0.000000,,,,
2010-01-06;08:30;416.9305;85.8142;11.6676;514.4123;277.3946;65.0755;342.4701;367.5066;469.9232;2;294.48;39.92;1014.59;4.49;328.89;0.000000;0.000000;0.000000,,,,
2010-01-06;09:00;423.0967;84.2895;11.5188;518.9051;284.1119;64.0117;348.1235;370.9916;474.2963;2;294.98;39.17;1014.24;4.60;330.44;0.000000;0.000000;0.000000,,,,
2010-01-06;09:30;404.3621;89.4788;11.4763;505.3171;268.3451;68.4218;336.7669;365.0361;468.5798;2;295.29;39.49;1013.90;4.76;330.72;0.000000;0.000000;0.000000,,,,
2010-01-06;10:00;396.3941;90.4139;11.5269;498.3349;254.0167;67.9976;322.0142;349.7555;452.8717;2;295.48;40.15;1013.64;4.95;330.96;0.000000;0.000000;0.000000,,,,
2010-01-06;10:30;378.6978;92.3403;11.7635;482.8016;229.3813;67.9482;297.3294;325.6933;427.4406;2;295.57;41.15;1013.45;5.15;331.16;0.000000;0.000000;0.000000,,,,
2010-01-06;11:00;337.0624;98.0073;11.4060;446.4756;187.4660;71.4350;258.9009;293.3735;392.7217;2;295.58;42.32;1013.31;5.36;331.71;0.000000;0.000000;0.000000,,,,
2010-01-06;11:30;288.4127;99.3271;10.7642;398.5040;142.8834;72.2664;215.1498;253.5562;349.3091;2;295.51;43.66;1013.22;5.57;332.58;0.000000;0.000000;0.000000,,,,
2010-01-06;12:00;243.4848;93.3800;9.8365;346.7012;103.2606;67.5635;170.8241;207.2951;297.9456;2;295.34;45.43;1013.18;5.68;333.52;0.000000;0.000000;0.000000,,,,
2010-01-06;12:30;172.1680;80.0048;7.9166;260.0893;58.8910;61.2941;120.1851;156.1614;239.5100;2;295.07;47.68;1013.20;5.69;334.57;0.000000;0.000000;0.000000,,,,
2010-01-06;13:00;94.4222;53.5178;5.3925;153.3325;24.0227;47.5368;71.5595;102.4165;175.0021;2;294.50;51.27;1013.26;5.43;335.46;0.000000;0.000000;0.000000,,,,
2010-01-06;13:30;29.6396;22.2897;2.5978;54.5271;4.8099;26.0966;30.9065;50.5347;105.5257;5;293.61;56.48;1013.36;4.90;336.29;0.000000;0.000000;0.000000,,,,
2010-01-06;14:00;5.4310;3.6751;0.5679;9.6740;0.3590;5.7708;6.1298;10.8196;32.4553;5;292.81;61.52;1013.50;4.70;336.98;0.000000;0.000000;0.000000,,,,
2010-01-06;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.10;66.30;1013.70;4.81;337.38;0.000000;0.000000;0.000000,,,,
2010-01-06;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.62;70.35;1013.90;4.96;337.42;0.000000;0.000000;0.000000,,,,
2010-01-06;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.37;73.50;1014.11;5.15;337.15;0.000000;0.000000;0.000000,,,,
2010-01-06;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.13;76.46;1014.27;5.32;336.31;0.000000;0.000000;0.000000,,,,
2010-01-06;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.90;79.22;1014.39;5.46;334.97;0.000000;0.000000;0.000000,,,,
2010-01-06;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.68;81.53;1014.44;5.59;333.32;0.000000;0.000000;0.000000,,,,
2010-01-06;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.49;83.39;1014.42;5.70;331.38;0.000000;0.000000;0.000000,,,,
2010-01-06;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.30;84.83;1014.35;5.80;329.38;0.000000;0.000000;0.000000,,,,
2010-01-06;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.11;85.84;1014.23;5.88;327.32;0.000000;0.000000;0.000000,,,,
2010-01-06;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.94;86.59;1014.09;5.98;325.22;0.000000;0.000000;0.000000,,,,
2010-01-06;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.76;87.07;1013.92;6.08;323.10;0.000000;0.000000;0.000000,,,,
2010-01-06;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.60;87.39;1013.74;6.20;320.90;0.000000;0.000000;0.000000,,,,
2010-01-06;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.44;87.54;1013.55;6.34;318.65;0.000000;0.000000;0.000000,,,,
2010-01-06;21:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.28;87.58;1013.43;6.51;316.34;0.000000;0.000000;0.000000,,,,
2010-01-06;21:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.11;87.50;1013.37;6.69;313.99;0.000000;0.000000;0.000000,,,,
2010-01-06;22:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.93;87.31;1013.34;6.88;312.04;0.000001;0.000000;0.000000,,,,
2010-01-06;22:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.74;87.00;1013.34;7.07;310.44;0.000004;0.000000;0.000000,,,,
2010-01-06;23:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.59;86.23;1013.36;7.29;309.91;0.000028;0.000000;0.000000,,,,
2010-01-06;23:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.47;85.00;1013.39;7.53;310.36;0.000074;0.000000;0.000000,,,,
2010-01-06;24:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.36;84.10;1013.43;7.69;311.01;0.000133;0.000000;0.000000,,,,
2010-01-07;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.24;83.53;1013.47;7.80;311.86;0.000206;0.000000;0.000000,,,,
2010-01-07;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.13;83.31;1013.57;7.88;312.51;0.000270;0.000000;0.000000,,,,
2010-01-07;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.02;83.45;1013.73;7.93;312.96;0.000326;0.000000;0.000000,,,,
2010-01-07;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.93;83.67;1013.96;7.99;313.32;0.000361;0.000000;0.000000,,,,
2010-01-07;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.86;83.97;1014.27;8.05;313.58;0.000376;0.000000;0.000000,,,,
2010-01-07;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.84;84.06;1014.58;8.09;314.01;0.000365;0.000000;0.000000,,,,
2010-01-07;03:30;0.0000;0.0070;0.0018;0.0088;0.0000;0.0186;0.0186;0.0255;0.1997;5;287.87;83.93;1014.89;8.11;314.60;0.000328;0.000000;0.000000,,,,
2010-01-07;04:00;6.3920;4.6228;0.7138;11.7286;0.4572;7.2165;7.6738;13.8161;42.9490;5;288.15;82.47;1015.19;8.27;315.14;0.000256;0.000000;0.000000,,,,
2010-01-07;04:30;26.0142;22.1408;2.7029;50.8579;4.5609;27.6985;32.2594;52.3758;115.8345;5;288.67;79.78;1015.48;8.59;315.61;0.000148;0.000000;0.000000,,,,
2010-01-07;05:00;81.9181;52.4859;5.3625;139.7665;22.0128;50.4323;72.4450;102.1776;184.7743;2;289.26;76.58;1015.77;8.90;317.26;0.000071;0.000000;0.000000,,,,
2010-01-07;05:30;169.0698;81.1330;8.1474;258.3501;60.1828;64.0505;124.2332;154.3405;248.5886;2;289.92;72.94;1016.06;9.21;319.99;0.000024;0.000000;0.000000,,,,
2010-01-07;06:00;258.7977;93.9365;10.3398;363.0740;112.6966;67.1406;179.8373;204.1019;306.1858;2;290.58;69.61;1016.31;9.43;322.95;0.000000;0.000000;0.000000,,,,
2010-01-07;06:30;321.4870;95.3091;11.4674;428.2634;162.5370;67.0729;229.6100;248.7993;356.5801;2;291.24;66.57;1016.52;9.56;326.22;0.000000;0.000000;0.000000,,,,
2010-01-07;07:00;361.6580;92.9766;11.9348;466.5694;204.5139;66.7144;271.2282;286.8545;398.9094;2;291.83;64.05;1016.56;9.53;328.55;0.000000;0.000000;0.000000,,,,
2010-01-07;07:30;368.7611;95.6943;11.7564;476.2117;225.7488;71.6203;297.3691;317.3185;432.4495;2;292.34;62.02;1016.45;9.32;330.04;0.000000;0.000000;0.000000,,,,
2010-01-07;08:00;364.5073;99.9055;11.1959;475.6087;235.5827;77.5226;313.1054;339.4408;456.6263;2;292.80;60.26;1016.22;9.10;331.12;0.000000;0.000000;0.000000,,,,
2010-01-07;08:30;357.3623;103.6119;10.9260;471.9002;238.3464;82.3769;320.7234;352.7213;471.0264;2;293.20;58.74;1015.86;8.84;331.76;0.000000;0.000000;0.000000,,,,
2010-01-07;09:00;363.6480;102.5150;10.7947;476.9577;244.7698;81.4668;326.2366;356.8760;475.4032;2;293.53;57.49;1015.50;8.62;332.33;0.000000;0.000000;0.000000,,,,
2010-01-07;09:30;353.0795;104.6444;10.8432;468.5671;234.8165;83.3226;318.1392;351.6372;469.6818;2;293.80;56.47;1015.12;8.44;332.81;0.000000;0.000000;0.000000,,,,
2010-01-07;10:00;358.7024;101.1579;11.0611;470.9214;230.4409;78.6019;309.0429;337.1223;453.9603;2;293.99;55.74;1014.84;8.29;333.42;0.000000;0.000000;0.000000,,,,
2010-01-07;10:30;323.9697;105.7889;11.0397;440.7982;196.7504;82.2957;279.0462;313.8274;428.5075;2;294.10;55.27;1014.64;8.17;334.16;0.000000;0.000000;0.000000,,,,
2010-01-07;11:00;291.0169;106.6481;10.7776;408.4426;162.3816;82.3189;244.7004;282.2866;393.7590;2;294.14;55.08;1014.54;8.05;334.79;0.000000;0.000000;0.000000,,,,
2010-01-07;11:30;244.9340;103.9199;10.1445;358.9983;121.7810;81.0254;202.8064;243.2916;350.3094;2;294.11;55.15;1014.55;7.94;335.31;0.000000;0.000000;0.000000,,,,
2010-01-07;12:00;201.5548;94.1359;9.2180;304.9086;85.8363;74.2748;160.1111;197.9667;298.9020;2;293.99;55.53;1014.61;7.81;335.67;0.000000;0.000000;0.000000,,,,
2010-01-07;12:30;137.3613;76.3414;7.3528;221.0554;47.1649;64.8414;112.0063;147.8878;240.4165;2;293.80;56.21;1014.72;7.66;335.87;0.000000;0.000000;0.000000,,,,
2010-01-07;13:00;71.7187;48.2154;4.8978;124.8319;18.3927;47.7527;66.1454;95.7411;175.8535;2;293.43;57.63;1014.88;7.30;335.98;0.000000;0.000000;0.000000,,,,
2010-01-07;13:30;21.9811;19.3094;2.3668;43.6573;3.5745;24.6656;28.2401;46.7320;106.3178;5;292.90;59.85;1015.09;6.72;336.00;0.000000;0.000000;0.000000,,,,
2010-01-07;14:00;5.1426;3.4014;0.5329;9.0769;0.3309;5.4192;5.7500;10.3087;33.1391;5;292.33;62.62;1015.36;6.30;336.03;0.000009;0.000000;0.000000,,,,
2010-01-07;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.71;66.00;1015.67;6.01;336.05;0.000026;0.000000;0.000000,,,,
2010-01-07;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.30;68.60;1015.99;5.86;336.15;0.000051;0.000000;0.000000,,,,
2010-01-07;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.10;70.28;1016.31;5.82;336.32;0.000082;0.000000;0.000000,,,,
2010-01-07;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.90;71.92;1016.57;5.75;336.25;0.000090;0.000000;0.000000,,,,
2010-01-07;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.69;73.49;1016.77;5.63;335.93;0.000075;0.000000;0.000000,,,,
2010-01-07;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.48;74.92;1016.93;5.52;335.42;0.000056;0.000000;0.000000,,,,
2010-01-07;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.28;76.18;1017.05;5.44;334.71;0.000035;0.000000;0.000000,,,,
2010-01-07;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.08;77.33;1017.12;5.38;333.91;0.000019;0.000000;0.000000,,,,
2010-01-07;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.90;78.38;1017.15;5.35;333.04;0.000009;0.000000;0.000000,,,,
2010-01-07;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.71;79.42;1017.13;5.33;332.18;0.000003;0.000000;0.000000,,,,
2010-01-07;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.53;80.46;1017.07;5.33;331.32;0.000001;0.000000;0.000000,,,,
2010-01-07;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.35;81.43;1017.00;5.34;330.54;0.000000;0.000000;0.000000,,,,
2010-01-07;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.18;82.33;1016.90;5.36;329.85;0.000001;0.000000;0.000000,,,,
2010-01-07;21:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.02;83.13;1016.81;5.38;329.15;0.000014;0.000000;0.000000,,,,
2010-01-07;21:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.89;83.83;1016.74;5.40;328.44;0.000040;0.000000;0.000000,,,,
2010-01-07;22:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.75;84.47;1016.65;5.40;327.72;0.000076;0.000000;0.000000,,,,
2010-01-07;22:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.62;85.05;1016.55;5.40;326.97;0.000121;0.000000;0.000000,,,,
2010-01-07;23:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.49;85.58;1016.48;5.41;326.28;0.000167;0.000000;0.000000,,,,
2010-01-07;23:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.36;86.06;1016.42;5.41;325.64;0.000215;0.000000;0.000000,,,,
2010-01-07;24:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.24;86.52;1016.38;5.42;324.92;0.000261;0.000000;0.000000,,,,
2010-01-08;00:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;288.11;86.96;1016.33;5.44;324.12;0.000306;0.000000;0.000000,,,,
2010-01-08;01:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.99;87.40;1016.39;5.46;323.35;0.000332;0.000000;0.000000,,,,
2010-01-08;01:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.86;87.83;1016.57;5.48;322.61;0.000337;0.000000;0.000000,,,,
2010-01-08;02:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.75;88.25;1016.80;5.47;322.12;0.000345;0.000000;0.000000,,,,
2010-01-08;02:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.64;88.65;1017.09;5.43;321.88;0.000355;0.000000;0.000000,,,,
2010-01-08;03:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;287.59;88.76;1017.37;5.38;321.80;0.000357;0.000000;0.000000,,,,
2010-01-08;03:30;0.0000;0.0050;0.0013;0.0062;0.0000;0.0132;0.0132;0.0351;0.2574;5;287.59;88.58;1017.64;5.32;321.87;0.000353;0.000000;0.000000,,,,
2010-01-08;04:00;4.2851;3.0521;0.5010;7.8382;0.3003;5.0774;5.3777;14.4714;43.7302;5;287.95;86.39;1017.91;5.39;321.76;0.000311;0.000000;0.000000,,,,
2010-01-08;04:30;6.7539;10.7002;1.5103;18.9645;1.1388;16.8576;17.9963;53.8617;116.6807;5;288.68;82.36;1018.17;5.61;321.48;0.000233;0.000000;0.000000,,,,
2010-01-08;05:00;26.6086;31.3422;3.4955;61.4463;7.5627;40.0212;47.5838;103.7150;185.6819;2;289.43;78.58;1018.43;5.62;322.74;0.000145;0.000000;0.000000,,,,
2010-01-08;05:30;148.1752;78.7631;7.8218;234.7601;53.1601;66.1852;119.3452;155.4505;249.5531;2;290.20;75.06;1018.68;5.44;325.65;0.000048;0.000000;0.000000,,,,
2010-01-08;06:00;249.8283;94.4474;10.2379;354.5136;109.2745;68.8408;178.1153;204.6006;307.2016;2;290.98;72.17;1018.88;5.15;329.94;0.000000;0.000000;0.000000,,,,
2010-01-08;06:30;327.7748;94.1157;11.5959;433.4864;166.3635;65.8775;232.2410;248.8856;357.6408;2;291.76;69.84;1019.01;4.79;336.10;0.000000;0.000000;0.000000,,,,
2010-01-08;07:00;358.4572;94.0354;11.9255;464.4181;203.0972;67.7919;270.8891;286.7556;400.0079;2;292.48;67.82;1018.99;4.43;342.04;0.000000;0.000000;0.000000,,,,
2010-01-08;07:30;383.6972;91.7640;11.9949;487.4561;235.5213;67.8825;303.4039;317.0190;433.5778;2;293.15;66.11;1018.79;4.03;347.84;0.000000;0.000000;0.000000,,,,
2010-01-08;08:00;366.4044;99.5000;11.2505;477.1549;237.4511;77.2068;314.6579;338.9383;457.7762;2;293.71;64.36;1018.48;3.71;352.20;0.000000;0.000000;0.000000,,,,
2010-01-08;08:30;396.4626;92.3790;11.4626;500.3042;265.0588;71.3772;336.4360;352.0265;472.1891;2;294.17;62.60;1018.03;3.42;354.53;0.000000;0.000000;0.000000,,,,
2010-01-08;09:00;381.9103;97.3247;11.0552;490.2903;257.7024;76.4017;334.1041;356.0118;476.5698;2;294.54;61.12;1017.59;3.21;356.07;0.000000;0.000000;0.000000,,,,
2010-01-08;09:30;397.3326;92.0076;11.4451;500.7853;264.8864;70.8857;335.7720;350.7174;470.8433;2;294.82;59.90;1017.16;3.07;356.55;0.000000;0.000000;0.000000,,,,
2010-01-08;10:00;384.3126;94.2025;11.4257;489.9409;247.6589;71.6979;319.3568;336.2731;455.1078;2;295.01;59.26;1016.80;2.99;357.19;0.000000;0.000000;0.000000,,,,
2010-01-08;10:30;347.2092;100.6194;11.3936;459.2222;211.3972;76.5749;287.9721;313.0969;429.6323;2;295.12;59.17;1016.50;2.94;357.97;0.000000;0.000000;0.000000,,,,
2010-01-08;11:00;321.8017;101.1963;11.2523;434.2503;180.1321;75.3976;255.5297;281.7251;394.8529;2;295.17;59.28;1016.31;2.95;358.45;0.000000;0.000000;0.000000,,,,
2010-01-08;11:30;277.7204;101.0398;10.6734;389.4336;138.3433;74.9472;213.2905;242.9471;351.3645;2;295.14;59.59;1016.23;3.00;358.62;0.000000;0.000000;0.000000,,,,
2010-01-08;12:00;246.3312;93.4090;9.9468;349.6869;105.2231;67.5488;172.7719;197.8806;299.9113;2;295.03;60.03;1016.22;3.10;358.18;0.000000;0.000000;0.000000,,,,
2010-01-08;12:30;168.6074;80.2614;7.8985;256.7673;58.0005;62.2835;120.2840;148.1997;241.3737;2;294.85;60.61;1016.29;3.24;357.20;0.000000;0.000000;0.000000,,,,
2010-01-08;13:00;110.9502;57.6500;5.6310;174.2312;28.4509;47.5625;76.0133;96.4676;176.7532;2;294.43;62.23;1016.40;3.28;355.97;0.000000;0.000000;0.000000,,,,
2010-01-08;13:30;35.1772;24.4999;2.7651;62.4422;5.8152;27.1791;32.9943;47.5370;107.1555;5;293.76;64.99;1016.55;3.22;354.38;0.000000;0.000000;0.000000,,,,
2010-01-08;14:00;6.1513;4.1612;0.6314;10.9439;0.4120;6.4023;6.8144;10.6571;33.8701;5;293.11;67.82;1016.75;3.30;353.32;0.000000;0.000000;0.000000,,,,
2010-01-08;14:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.46;70.70;1016.99;3.53;352.88;0.000000;0.000000;0.000000,,,,
2010-01-08;15:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;292.01;73.09;1017.24;3.70;353.04;0.000000;0.000000;0.000000,,,,
2010-01-08;15:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.76;74.91;1017.49;3.81;353.73;0.000000;0.000000;0.000000,,,,
2010-01-08;16:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.53;76.71;1017.65;3.86;354.22;0.000000;0.000000;0.000000,,,,
2010-01-08;16:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.30;78.49;1017.72;3.86;354.54;0.000000;0.000000;0.000000,,,,
2010-01-08;17:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;291.08;80.21;1017.74;3.82;354.30;0.000000;0.000000;0.000000,,,,
2010-01-08;17:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.87;81.88;1017.72;3.74;353.49;0.000000;0.000000;0.000000,,,,
2010-01-08;18:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.67;83.52;1017.67;3.66;351.81;0.000000;0.000000;0.000000,,,,
2010-01-08;18:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.47;85.11;1017.59;3.57;349.18;0.000000;0.000000;0.000000,,,,
2010-01-08;19:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.28;86.64;1017.49;3.53;345.38;0.000000;0.000000;0.000000,,,,
2010-01-08;19:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;290.08;88.09;1017.36;3.55;340.53;0.000000;0.000000;0.000000,,,,
2010-01-08;20:00;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.86;89.43;1017.24;3.64;335.29;0.000000;0.000000;0.000000,,,,
2010-01-08;20:30;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;289.63;90.65;1017.10;3.81;329.96;0.000000;0.000000;0.000000,,,,
